id_cliente,pais,genero,idade,anos_cliente,saldo_conta,numero_produtos,cartao_credito,salario_estimado,saiu,escore_credito
15710978,Alemanha,Masculino,42,2,88120.97,2,Sim,21333.22,0,715
15701741,França,Feminino,39,3,152462.79,1,Sim,90305.97,0,711
15728912,França,Feminino,44,6,92436.86,1,Sim,126033.9,0,554
15623063,Alemanha,Masculino,35,8,110067.71,1,Sim,127678.95,1,651
15800061,Espanha,Feminino,45,3,89158.94,3,Sim,135169.76,1,495
15807305,França,Masculino,39,2,0,1,Não,166650.32,0,805
15666141,Espanha,Feminino,26,8,101440.36,2,Sim,19324.5,0,829
15668971,França,Feminino,40,4,55776.39,2,Sim,26920.43,0,583
15687130,França,Feminino,43,0,0,1,Sim,170072.9,0,686
15658956,Alemanha,Masculino,40,6,47869.69,2,Sim,155061.97,0,505
15639882,França,Masculino,30,2,128262.72,2,Sim,50771.16,0,528
15750574,Espanha,Feminino,34,4,0,2,Sim,6175.53,0,677
15738588,Alemanha,Feminino,37,2,133200.09,1,Não,71433.88,0,660
15812878,Alemanha,Feminino,36,2,99806.85,1,Não,36976.52,0,785
15734634,Espanha,Feminino,27,5,100912.19,1,Não,7631.27,0,607
15771674,Espanha,Feminino,39,5,162390.52,2,Sim,54702.66,0,603
15774491,França,Feminino,28,6,0,2,Não,48131.92,0,480
15705174,Alemanha,Masculino,68,7,153545.11,1,Sim,186574.68,0,656
15729238,Alemanha,Masculino,48,1,106396.48,1,Sim,150661.42,1,631
15585284,Espanha,Feminino,35,7,147285.52,1,Sim,57807.05,0,604
15569264,França,Masculino,32,5,179305.09,1,Sim,149043.78,0,622
15567367,Alemanha,Feminino,42,9,133636.16,1,Não,103315.74,0,601
15706005,França,Masculino,46,2,174701.05,1,Sim,90189.72,1,674
15644119,França,Masculino,31,3,0,1,Sim,42589.33,0,531
15669656,França,Masculino,32,6,111589.33,1,Sim,170382.99,0,632
15809654,França,Feminino,46,7,127476.73,2,Sim,146011.55,0,707
15801488,França,Masculino,25,3,0,2,Sim,134509.47,0,723
15662908,Alemanha,Masculino,38,7,125903.22,2,Sim,127068.92,0,795
15690175,Espanha,Masculino,45,0,0,2,Não,189683.7,0,585
15565779,Alemanha,Feminino,30,6,57809.32,1,Sim,188258.49,0,627
15617476,França,Feminino,30,5,0,2,Não,198543.09,0,546
15606149,Alemanha,Feminino,66,9,111577.01,1,Não,189271.9,0,571
15801832,Alemanha,Masculino,42,1,117691,1,Sim,23135.65,1,684
15805025,França,Feminino,45,7,139859.23,1,Sim,108402.54,0,636
15713819,França,Masculino,48,3,92347.96,1,Sim,163116.75,0,562
15775590,Alemanha,Feminino,48,2,69329.47,1,Não,102640.52,1,482
15574072,França,Feminino,62,8,0,1,Sim,165702.64,0,786
15720943,França,Feminino,45,1,114959.12,1,Sim,189362.39,1,747
15733111,Espanha,Masculino,32,6,124179.3,1,Sim,138759.15,0,688
15809509,França,Masculino,29,3,125689.29,1,Sim,151623.71,0,699
15676156,França,Feminino,32,4,85615.66,2,Sim,156192.43,0,528
15661409,França,Feminino,42,1,0,1,Sim,178256.58,1,542
15639133,França,Feminino,50,4,0,2,Sim,129372.94,0,773
15798521,Espanha,Masculino,33,3,0,2,Sim,45348.08,0,675
15609637,França,Masculino,51,7,0,2,Não,43496.36,0,652
15644174,Alemanha,Masculino,27,4,135096.05,1,Sim,186523.72,1,638
15793723,Alemanha,Masculino,32,9,144272.07,2,Sim,176580.63,0,607
15802758,Alemanha,Feminino,23,4,104753.84,2,Sim,56756.52,1,594
15609987,França,Masculino,42,2,119919.12,1,Sim,156868.21,0,755
15607986,França,Masculino,40,10,139930.18,1,Sim,105720.09,0,555
15672056,Alemanha,Masculino,43,2,140080.32,3,Sim,157908.19,1,710
15584113,Alemanha,Feminino,53,4,124954.94,1,Não,131259.6,1,823
15628530,França,Masculino,42,3,156864.2,2,Não,88890.75,0,694
15779267,França,Masculino,47,5,0,2,Sim,89286.29,0,584
15611171,França,Masculino,33,1,129574.98,1,Sim,123300.38,0,740
15585041,França,Masculino,33,7,0,2,Não,158313.87,0,511
15726494,França,Masculino,44,9,175303.06,1,Sim,65500.53,1,481
15679663,França,Feminino,36,0,0,2,Sim,136675.22,0,488
15679029,França,Masculino,33,7,102874.28,1,Não,117841.06,0,718
15595728,Alemanha,Masculino,41,0,119276.31,1,Não,122284.38,1,523
15689602,França,Masculino,38,2,130015.24,1,Sim,41595.3,0,698
15616213,Alemanha,Feminino,51,9,138214.5,1,Sim,198715.27,1,555
15626141,França,Feminino,26,1,151510.17,2,Sim,19921.72,0,750
15596800,Alemanha,Masculino,33,1,158456.76,1,Sim,197000.92,1,779
15713517,França,Masculino,39,6,102025.08,2,Sim,12351.01,0,529
15806184,Espanha,Masculino,33,4,0,2,Sim,77550.18,0,618
15572361,Alemanha,Feminino,34,2,164011.48,1,Sim,199420.41,0,790
15812351,Espanha,Feminino,27,2,135277.96,1,Sim,142200.15,0,710
15642345,Alemanha,Feminino,49,4,93059.34,1,Sim,7571.51,1,714
15732430,Espanha,Feminino,54,4,120952.74,1,Sim,66963.15,0,850
15730287,França,Masculino,41,8,147726.98,3,Sim,172749.4,1,679
15718852,França,Masculino,56,9,96951.21,1,Sim,71776.76,0,794
15622305,Alemanha,Feminino,33,2,107868.14,2,Sim,146192.4,0,746
15634295,França,Masculino,35,1,96473.59,1,Não,5962.3,0,470
15685628,Espanha,Masculino,35,2,124268.64,2,Não,84321.03,0,670
15786739,França,Masculino,37,1,125529.55,1,Sim,162260.93,0,669
15633352,França,Feminino,31,6,175443.75,1,Sim,113167.17,1,628
15762821,Espanha,Masculino,33,5,0,2,Não,117626.9,0,721
15814331,Alemanha,Feminino,43,7,119127.46,2,Sim,55809.92,0,597
15628298,Espanha,Feminino,47,8,128486.11,1,Sim,179227.12,0,500
15713673,França,Feminino,33,1,137853,1,Não,90273.85,0,494
15575002,França,Masculino,29,4,140720.93,1,Sim,36221.18,0,676
15568506,Alemanha,Feminino,31,10,67238.98,2,Sim,161811.23,0,524
15694125,França,Masculino,57,5,0,2,Sim,56875.76,0,669
15566790,França,Masculino,28,8,129991.76,2,Não,46041.08,0,598
15656829,Espanha,Feminino,33,6,0,2,Sim,57975.8,0,577
15738721,Espanha,Masculino,41,9,102827.44,1,Não,64595.25,0,773
15736717,França,Masculino,31,7,155271.83,1,Sim,179446.31,0,602
15586974,França,Masculino,39,10,0,2,Sim,98894.64,0,656
15783276,França,Feminino,25,9,0,2,Sim,168607.74,0,725
15600781,Alemanha,Masculino,34,4,185173.81,2,Sim,120834.48,0,699
15570299,Alemanha,Feminino,31,6,152622.34,1,Sim,99298.8,0,584
15795246,Alemanha,Feminino,51,9,155903.82,2,Sim,71159.84,0,628
15659428,Espanha,Feminino,42,6,0,2,Sim,34410.55,0,520
15745433,Alemanha,Feminino,30,2,205770.78,2,Não,65464.66,0,716
15669262,França,Masculino,43,9,157960.49,2,Não,136602.8,0,765
15757661,França,Feminino,39,7,0,2,Não,95985.64,0,589
15680303,França,Masculino,57,6,0,1,Sim,19376.56,1,594
15668445,França,Masculino,37,2,0,2,Sim,86372.24,0,521
15702380,Espanha,Masculino,64,6,0,2,Não,15876.52,0,663
15589323,França,Feminino,24,9,0,2,Não,38830.72,0,636
15768887,Espanha,Masculino,26,5,0,2,Não,95159.13,0,597
15724251,Alemanha,Feminino,29,6,101012.77,1,Não,32589.89,1,682
15630511,França,Feminino,33,6,0,2,Sim,164074.89,0,691
15732281,Alemanha,Masculino,34,6,146422.22,1,Sim,67142.97,1,680
15650488,França,Feminino,48,6,127253.98,1,Sim,92144.09,1,492
15778696,Espanha,Feminino,36,5,174180.39,1,Sim,119830.08,0,684
15706552,França,Masculino,36,7,85311.7,1,Não,156731.91,0,533
15767598,Espanha,Masculino,28,8,0,2,Não,197588.32,0,540
15621520,Alemanha,Feminino,42,2,139707.28,1,Sim,2150.22,0,783
15656300,França,Masculino,29,0,59697.17,2,Sim,53483.21,0,411
15757588,França,Masculino,30,9,0,2,Não,100995.68,0,526
15642001,Alemanha,Masculino,44,9,119530.52,1,Sim,119056.68,1,576
15784209,França,Masculino,47,6,0,1,Sim,90055.08,0,497
15767794,França,Masculino,31,9,120718.28,1,Sim,58961.49,0,744
15599195,Alemanha,Masculino,32,1,88938.62,1,Sim,10054.53,0,582
15728480,França,Feminino,35,8,0,2,Sim,149614.81,0,452
15631222,França,Feminino,39,2,75339.64,1,Sim,70665.16,0,485
15669491,França,Feminino,46,2,157866.77,1,Sim,18986.12,0,850
15671969,Espanha,Masculino,36,8,0,2,Sim,161668.15,0,649
15782899,Espanha,Feminino,28,7,95357.49,1,Não,102297.15,0,661
15724648,França,Masculino,26,6,98684.15,1,Não,133720.57,0,725
15671769,França,Feminino,71,4,170252.05,3,Sim,73679.59,1,624
15809847,França,Masculino,46,0,0,2,Não,29388.02,0,668
15803716,Espanha,Masculino,28,3,0,2,Não,181543.67,0,706
15812191,França,Masculino,33,4,118082.89,1,Não,94440.45,0,553
15707144,Alemanha,Masculino,25,6,82506.72,2,Sim,167705.07,0,571
15811032,Alemanha,Feminino,58,8,145984.92,1,Sim,24564.7,0,477
15722212,França,Feminino,41,8,0,2,Não,28276.83,0,696
15700749,França,Feminino,39,6,0,1,Sim,24677.54,0,481
15750121,França,Masculino,38,3,0,1,Sim,42862.82,0,639
15735549,Alemanha,Masculino,35,3,96814.46,2,Sim,120511.03,0,810
15621063,França,Feminino,42,8,56228.25,1,Sim,46857.52,0,516
15750156,Alemanha,Masculino,59,2,104568.41,1,Sim,8059.44,1,662
15807269,Alemanha,Masculino,43,2,166522.78,1,Não,119644.59,1,690
15606436,Espanha,Masculino,38,7,0,2,Não,192013.23,0,500
15603134,Espanha,Feminino,40,10,167878.5,1,Não,151887.16,0,656
15629750,França,Masculino,35,5,133087.76,1,Sim,64771.61,0,697
15648735,França,Masculino,37,8,0,2,Sim,142.81,0,718
15716164,França,Feminino,41,3,144260.5,1,Sim,172114.67,0,501
15707219,França,Feminino,28,4,0,2,Não,123318.37,0,844
15693203,Espanha,Feminino,75,5,0,2,Sim,9376.89,0,710
15580252,França,Masculino,44,4,112610.77,1,Não,2048.55,0,748
15570769,França,Masculino,69,9,93320.8,1,Sim,24489.44,0,494
15668775,França,Masculino,47,3,130747.1,1,Sim,143829.54,0,757
15812210,Alemanha,Feminino,32,8,111537.23,4,Sim,9497.99,1,497
15794870,Alemanha,Masculino,38,6,73023.17,2,Sim,78770.86,0,744
15672821,França,Masculino,28,5,0,2,Sim,48606.92,0,591
15805955,França,Feminino,48,10,138333.03,1,Sim,47679.14,0,638
15655590,Espanha,Masculino,46,2,79385.21,2,Não,188492.82,0,581
15660768,França,Masculino,40,1,84315.02,1,Não,36209.1,0,604
15616365,França,Feminino,53,2,0,2,Sim,28045.77,0,571
15607178,Alemanha,Masculino,38,3,54901.01,1,Sim,140075.55,0,850
15756751,Espanha,Feminino,54,0,78126.28,1,Sim,153482.91,1,596
15735782,França,Masculino,31,9,120962.59,1,Sim,5419.31,0,528
15613772,França,Masculino,39,3,135096.77,1,Sim,14353.43,1,542
15688157,Alemanha,Feminino,39,2,47685.47,2,Sim,86019.48,0,683
15775912,França,Masculino,48,4,101238.24,2,Não,177815.87,1,698
15773876,França,Feminino,34,3,0,2,Sim,159638.77,0,655
15702919,Alemanha,Masculino,30,6,63669.42,1,Sim,145111.37,0,729
15587177,França,Masculino,36,6,124445.52,1,Sim,88481.32,0,646
15812365,França,Masculino,40,8,102800.65,1,Sim,60811.56,0,850
15668889,Alemanha,Feminino,43,2,116322.27,4,Sim,35640.12,1,665
15680430,Alemanha,Feminino,49,4,96252.98,2,Sim,104263.82,0,601
15621440,França,Masculino,38,1,0,2,Não,156858.2,0,694
15590349,França,Feminino,36,9,0,1,Não,3749,1,732
15761364,França,Masculino,30,9,0,2,Sim,157871.55,0,679
15599074,Espanha,Feminino,40,6,136093.74,1,Não,193408.43,0,487
15614168,Alemanha,Feminino,50,4,146710.76,1,Sim,16528.4,1,792
15644724,França,Masculino,31,4,58662.92,2,Não,73322,0,472
15789563,Alemanha,Feminino,46,7,111288.18,1,Sim,149170.25,1,706
15595162,Espanha,Feminino,35,8,122570.69,1,Não,199005.88,0,708
15800793,Alemanha,Feminino,39,4,182491.57,1,Sim,185830.72,0,477
15711288,França,Masculino,24,6,0,2,Sim,37654.31,0,512
15739123,Alemanha,Masculino,50,4,127552.85,2,Sim,4225.11,0,737
15660524,Alemanha,Feminino,54,9,97382.53,1,Sim,195771.95,0,572
15629002,Alemanha,Masculino,36,8,102603.3,2,Sim,180693.61,0,747
15592999,França,Feminino,40,0,115465.98,1,Sim,60622.61,0,691
15712303,França,Masculino,66,4,159732.02,1,Sim,118188.15,0,692
15663883,Alemanha,Masculino,32,9,141827.33,2,Sim,149458.73,0,850
15619529,Espanha,Masculino,27,8,132576.25,1,Não,7222.92,0,531
15720559,Alemanha,Feminino,61,5,110368.03,1,Não,11384.45,1,487
15725036,França,Masculino,42,9,118546.71,1,Não,77142.85,0,709
15610416,França,Feminino,36,9,0,1,Sim,19605.18,1,745
15680370,França,Masculino,39,7,0,2,Não,71323.23,0,492
15670822,França,Feminino,22,7,114415.84,1,Sim,177497.4,0,719
15714750,França,Feminino,42,3,92578.14,2,Não,70810.6,0,690
15728474,Alemanha,Masculino,32,4,108235.91,1,Sim,143783.28,0,558
15588419,Alemanha,Feminino,34,10,148962.46,1,Sim,66389.43,1,651
15790750,Alemanha,Masculino,36,10,123187.51,1,Não,146111.35,0,592
15568904,Alemanha,Masculino,34,3,106288.54,1,Sim,36639.25,0,608
15595937,Alemanha,Masculino,36,1,138992.48,2,Não,122373.42,0,430
15706021,França,Feminino,34,1,96645.54,2,Não,171413.66,0,665
15792565,França,Feminino,46,7,0,2,Sim,67769.94,0,745
15771942,Alemanha,Feminino,46,9,135555.66,1,Sim,133146.03,1,528
15638149,França,Masculino,37,6,103772.45,1,Sim,197111.99,0,528
15719212,França,Masculino,33,5,83134.3,1,Sim,187946.55,0,491
15794661,Espanha,Masculino,32,2,0,2,Sim,140579.17,0,674
15591433,Alemanha,Masculino,43,8,85957.88,2,Sim,8757.39,0,674
15805704,França,Feminino,32,2,0,4,Não,179705.13,1,745
15686588,França,Feminino,28,2,134571.5,1,Não,118313.38,0,777
15809248,França,Feminino,36,10,0,2,Sim,109614.57,0,524
15637324,França,Feminino,28,7,0,2,Não,5177.62,0,657
15739578,França,Masculino,49,6,128663.9,1,Sim,65769.3,1,850
15766163,França,Masculino,38,1,0,2,Não,35644.79,0,676
15693382,França,Masculino,31,9,0,1,Não,164257.37,0,828
15704819,Espanha,Feminino,39,6,92126.26,2,Não,112973.34,0,734
15636912,Espanha,Masculino,38,3,124483.53,1,Sim,126253.31,0,678
15794257,França,Masculino,34,4,91562.99,1,Sim,123954.15,0,651
15600626,França,Masculino,30,6,0,2,Sim,8991.17,0,710
15763256,Alemanha,Feminino,64,8,128751.65,2,Sim,189398.18,1,661
15707602,França,Feminino,47,2,127286.04,2,Sim,166929.43,1,539
15798943,França,Feminino,46,8,0,2,Sim,133059.15,0,646
15670205,Alemanha,Feminino,41,5,110624.99,1,Sim,89327.67,0,518
15671209,Alemanha,Feminino,29,5,101713.84,3,Sim,134594.99,0,593
15766064,França,Masculino,33,9,111060.05,2,Sim,110371.84,0,559
15789557,Alemanha,Feminino,27,7,129810.6,1,Sim,59259.44,0,817
15784687,França,Masculino,36,1,126477.42,1,Não,179718.17,0,592
15628123,França,Feminino,28,5,118890.81,1,Não,145157.97,0,632
15600991,Alemanha,Masculino,31,6,109052.59,2,Sim,19448.93,1,694
15763107,França,Feminino,30,9,0,1,Sim,174971.64,0,700
15584288,França,Feminino,33,6,0,2,Sim,59129.72,0,629
15749265,Alemanha,Masculino,42,1,75681.52,1,Sim,57098,0,427
15800068,Espanha,Feminino,46,6,0,2,Sim,170008.74,0,801
15776807,França,Masculino,29,1,0,1,Sim,180345.44,0,654
15765300,Alemanha,Masculino,40,5,62389.03,3,Sim,148623.43,1,596
15752601,França,Feminino,40,7,0,2,Não,102233.73,0,578
15741728,Espanha,Masculino,36,7,135216.8,1,Sim,122022.89,0,591
15736533,Alemanha,Feminino,37,5,124053.03,1,Sim,118591.67,0,730
15784700,França,Masculino,31,7,117799.28,1,Sim,182372.35,0,811
15646594,França,Masculino,41,5,57568.94,1,Sim,61128.29,0,749
15622897,França,Feminino,46,4,0,3,Sim,93251.42,1,646
15742116,Alemanha,Feminino,48,9,116711.06,2,Não,76373.38,0,671
15627859,Alemanha,Masculino,29,7,102609,1,Sim,163257.44,0,607
15731951,Espanha,Feminino,28,5,95328.6,1,Sim,6129.61,1,689
15568449,Espanha,Masculino,38,7,143006.7,1,Sim,15650.89,0,661
15802060,Alemanha,Feminino,30,10,100548.67,2,Não,136983.77,0,646
15791268,Espanha,Masculino,38,0,122447.76,1,Não,67339.34,0,565
15723299,França,Masculino,53,4,113709.28,1,Sim,153887.93,1,774
15739857,França,Feminino,40,3,0,2,Sim,96832.82,0,785
15659937,França,Feminino,40,7,0,2,Não,122518.5,0,703
15684722,França,Masculino,34,5,122952.9,2,Não,154360.97,0,490
15788480,Alemanha,Feminino,33,0,122325.58,1,Não,34712.34,1,786
15574167,França,Masculino,33,2,101286.11,1,Sim,159840.51,0,665
15712068,Espanha,Masculino,45,8,84692.5,1,Não,67214.02,0,592
15617331,Alemanha,Feminino,39,3,109698.41,1,Sim,88391.29,1,637
15654760,França,Masculino,40,1,101514.89,1,Sim,121765,0,811
15581323,Alemanha,Feminino,28,7,139246.22,2,Sim,106799.49,0,488
15808189,França,Masculino,52,6,0,2,Não,123622,0,449
15629985,Alemanha,Feminino,47,10,90450,2,Não,103379.31,1,723
15644453,Alemanha,Feminino,41,4,132670.53,1,Sim,156476.36,1,606
15579062,França,Masculino,32,9,0,2,Não,30807.02,0,707
15579223,Alemanha,Masculino,30,8,127406.5,1,Sim,192950.6,0,573
15750874,França,Masculino,31,3,78990.15,1,Sim,124777.14,0,676
15602312,Espanha,Masculino,33,5,150092.8,1,Não,71862.79,0,605
15746662,Espanha,Feminino,27,1,116320.68,1,Não,45563.94,0,568
15747558,Espanha,Feminino,38,10,0,2,Sim,189727.12,0,729
15683213,França,Feminino,35,10,74988.59,2,Não,190155.13,0,554
15604304,Alemanha,Feminino,34,4,91622.42,1,Sim,136603.42,0,539
15729557,Alemanha,Masculino,36,5,119984.07,1,Sim,191535.11,1,850
15796115,Alemanha,Feminino,40,4,78119.59,4,Sim,119259.34,1,689
15752502,França,Masculino,41,4,130385.82,1,Não,130661.95,0,615
15736578,França,Masculino,39,1,0,1,Sim,28184.7,0,539
15734948,Espanha,Masculino,24,7,0,2,Não,144660.42,0,601
15773456,Alemanha,Masculino,36,3,145747.67,2,Não,89566.74,0,678
15762793,Alemanha,Feminino,36,0,136980.23,2,Sim,99019.65,0,850
15723858,Espanha,Masculino,39,3,0,2,Não,12465.51,0,517
15636407,Alemanha,Feminino,34,5,127758.09,1,Sim,143357.03,0,793
15575430,França,Feminino,33,1,118392.75,1,Sim,157564.75,0,579
15565891,França,Masculino,39,8,0,2,Sim,56214.09,0,709
15671534,Alemanha,Feminino,57,6,90212,1,Sim,13911.27,1,646
15583840,Alemanha,Masculino,35,5,121863.61,1,Sim,23481.69,1,587
15791958,França,Feminino,41,6,0,2,Sim,169203.51,1,849
15584785,França,Masculino,37,2,97324.91,1,Sim,23291.83,0,660
15577423,Alemanha,Feminino,39,5,124586.93,1,Sim,93132.61,1,627
15727361,França,Feminino,51,1,0,2,Sim,56908.41,0,547
15731669,França,Masculino,39,2,129709.62,1,Sim,173197.12,0,554
15798844,França,Masculino,54,7,128914.97,1,Não,191746.23,1,678
15777616,Alemanha,Masculino,28,10,113690.83,1,Sim,33114.24,0,605
15695034,França,Feminino,44,4,123322.15,1,Sim,137136.29,0,757
15718106,França,Masculino,34,6,0,2,Não,197283.2,0,625
15762048,Alemanha,Feminino,33,7,154969.79,2,Sim,99505.75,0,841
15801062,Espanha,Feminino,40,4,0,2,Não,105433.53,0,557
15666043,França,Masculino,33,4,156297.58,2,Sim,166102.61,0,520
15671800,França,Masculino,20,8,137624.4,2,Sim,197582.79,0,688
15756926,Alemanha,Masculino,29,1,96462.25,2,Não,48986.18,0,833
15602811,Alemanha,Masculino,38,0,38848.19,2,Não,94003.11,0,730
15765093,França,Masculino,23,6,166594.78,1,Sim,155823.2,0,704
15670066,Espanha,Masculino,34,6,0,2,Sim,116046.22,0,643
15806256,França,Masculino,48,2,109349.29,1,Sim,88703.04,1,540
15673223,França,Masculino,44,10,0,2,Não,164287.86,0,626
15627830,Alemanha,Feminino,30,5,32197.64,1,Não,141446.01,0,640
15622230,França,Feminino,35,3,0,2,Não,66331.01,0,705
15658504,Alemanha,Feminino,62,9,137727.34,2,Não,121102.9,0,584
15761783,França,Masculino,41,6,0,1,Sim,167621.18,0,577
15714080,Alemanha,Feminino,40,2,97001.36,2,Sim,154486.01,0,566
15709451,Alemanha,Feminino,35,1,121952.75,2,Sim,142839.82,0,646
15640133,França,Feminino,34,0,0,2,Sim,185555.63,0,661
15738889,França,Masculino,42,8,102870.93,1,Não,103764.55,1,658
15802088,Espanha,Feminino,22,10,0,1,Sim,101311.95,0,521
15637857,França,Feminino,31,8,0,1,Não,76456.17,0,616
15637169,Espanha,Feminino,67,4,103267.8,1,Sim,78310.04,0,838
15748936,Espanha,Feminino,45,2,0,2,Não,162922.65,0,709
15606841,França,Masculino,38,1,0,2,Sim,156603.7,0,823
15769125,Espanha,Feminino,41,10,0,2,Não,47468.56,0,727
15625941,Espanha,Feminino,50,10,128039.01,1,Sim,102260.16,0,682
15735346,Alemanha,Feminino,41,10,136733.24,1,Sim,57589.29,0,527
15620123,França,Masculino,39,6,111169.91,1,Não,9641.4,0,605
15708357,Espanha,Feminino,38,8,0,1,Sim,103760.53,0,649
15585533,França,Masculino,36,6,147733.64,1,Não,172501.38,0,679
15782802,Alemanha,Masculino,26,6,114450.32,1,Sim,14081.64,0,582
15617507,Espanha,Feminino,36,7,0,2,Sim,80619.09,0,530
15581525,Alemanha,Masculino,33,3,83501.66,2,Sim,128841.31,0,775
15603565,Espanha,Feminino,56,5,90778.76,2,Sim,162223.67,1,603
15600357,França,Feminino,40,1,140197.71,2,Sim,150720.39,0,495
15769548,França,Feminino,37,7,128645.67,1,Sim,92149.64,0,668
15802869,Alemanha,Feminino,45,2,99169.67,2,Sim,78650.95,0,737
15743075,França,Masculino,35,6,0,2,Sim,58879.11,0,659
15618239,França,Feminino,48,0,0,1,Sim,85081.09,0,530
15752953,França,Masculino,45,9,0,2,Não,17622.82,0,634
15700209,França,Masculino,63,9,97009.15,1,Sim,85101,0,486
15808023,França,Feminino,29,9,133681.78,1,Sim,153747.73,0,836
15744529,França,Masculino,63,8,0,2,Sim,115291.86,0,510
15672704,França,Feminino,24,4,0,2,Sim,193518.76,0,809
15746139,França,Masculino,33,2,139451.67,1,Não,63142.12,0,596
15600086,França,Masculino,48,7,123764.95,1,Sim,169952.82,0,717
15672912,Espanha,Feminino,39,7,130051.66,2,Não,55356.39,1,737
15677377,Espanha,Masculino,37,3,0,2,Sim,78915.68,0,543
15686870,Alemanha,Masculino,36,8,108239.11,2,Não,99444.02,0,761
15636756,França,Masculino,23,2,0,2,Sim,189613.12,0,545
15604146,Alemanha,Feminino,38,8,103653.51,2,Sim,137079.86,0,608
15590097,Espanha,Feminino,33,7,136082,1,Sim,62746.54,0,537
15813303,Espanha,Masculino,88,10,0,2,Sim,52952.24,0,513
15605684,França,Feminino,31,7,104158.84,1,Sim,134169.85,0,664
15699523,Alemanha,Feminino,55,4,126817.65,2,Sim,123269.71,0,499
15625035,França,Masculino,50,8,160139.59,2,Sim,79314.1,0,703
15578671,Espanha,Feminino,29,1,209490.21,1,Sim,133267.69,1,706
15662533,Espanha,Feminino,23,6,0,2,Sim,153229.19,0,598
15707007,França,Feminino,39,8,0,1,Sim,94263.44,0,743
15654156,Alemanha,Feminino,32,5,106807.64,1,Sim,76998.69,0,722
15710365,França,Masculino,50,0,104129.24,2,Sim,181794.86,1,646
