id_cliente,pais,genero,idade,anos_cliente,saldo_conta,numero_produtos,cartao_credito,salario_estimado,saiu,escore_credito
15643024,Alemanha,Masculino,35,4,138718.92,1,Sim,47251.79,1,479
15697307,Espanha,Masculino,34,10,0,2,Sim,79078.91,0,588
15811490,França,Masculino,33,5,0,2,Sim,103737.82,0,627
15682541,Espanha,Feminino,36,6,132311.71,1,Não,15462.84,0,616
15695699,França,Masculino,35,8,0,2,Sim,10334.05,0,687
15666252,Espanha,Masculino,42,9,0,2,Sim,28714.34,0,706
15601274,Espanha,Feminino,40,1,146502.07,1,Sim,19162.89,0,667
15745844,Alemanha,Feminino,40,6,129502.49,2,Não,86099.23,1,642
15681081,Espanha,Feminino,47,5,0,2,Sim,38970.14,0,545
15684484,França,Masculino,22,8,0,2,Não,127587.22,0,543
15777352,Espanha,Feminino,32,7,169399.6,1,Sim,61936.22,0,568
15661629,Espanha,Masculino,34,9,126436.29,1,Sim,174248.52,1,522
15696674,Alemanha,Feminino,45,2,150842.93,1,Não,2319.96,1,643
15706365,França,Feminino,50,9,102535.57,1,Sim,189543.19,0,648
15745088,Alemanha,Feminino,29,9,99027.61,2,Sim,10940.4,0,443
15613085,Espanha,Feminino,33,3,0,1,Sim,188193.25,0,628
15583303,França,Feminino,29,2,152265.43,1,Sim,34004.44,0,593
15611579,Espanha,Masculino,42,4,141947.67,1,Sim,10598.29,0,801
15667871,Espanha,Masculino,35,4,152390.26,1,Sim,128123.66,0,572
15721181,Espanha,Masculino,46,6,0,2,Sim,45886.33,0,611
15685226,Alemanha,Feminino,29,7,147199.07,1,Sim,84932.4,0,712
15785611,Alemanha,Masculino,38,3,183102.29,1,Sim,71557.12,0,752
15762218,França,Feminino,39,9,0,2,Não,145894.9,0,701
15646372,França,Feminino,66,1,135842.41,1,Sim,183840.51,1,616
15692761,França,Masculino,36,9,0,1,Sim,45909.87,0,718
15578045,Espanha,Feminino,49,9,141434.04,1,Não,173779.25,1,538
15745354,Espanha,Feminino,37,4,0,2,Sim,125696.26,0,611
15686302,Espanha,Feminino,31,3,124328.84,1,Sim,140451.52,0,745
15566111,França,Masculino,39,9,0,1,Sim,48963.59,0,596
15743040,Alemanha,Masculino,41,2,127892.57,2,Não,199645.45,0,724
15694860,França,Feminino,38,6,68065.8,1,Não,138777,1,675
15726631,França,Feminino,39,6,127357.76,1,Não,56577,0,758
15747960,França,Masculino,33,3,0,1,Sim,7666.73,0,733
15707362,Alemanha,Masculino,43,1,95556.31,1,Não,199273.98,1,514
15613786,Espanha,Masculino,26,4,0,2,Sim,167036.94,0,818
15663252,Espanha,Feminino,32,9,0,2,Sim,18924.92,0,850
15591986,Alemanha,Masculino,46,6,141078.37,1,Não,34580.8,1,621
15750658,França,Masculino,37,8,0,3,Não,110783.28,0,798
15731744,França,Masculino,30,2,0,2,Não,130486.57,0,692
15714689,Espanha,Masculino,29,1,97541.24,1,Sim,196356.17,0,591
15745417,França,Masculino,58,6,89685.92,1,Não,126471.13,0,707
15653547,França,Masculino,56,7,131317.48,1,Sim,119175.45,0,850
15595766,Espanha,Masculino,37,5,93722.73,2,Sim,139093.73,0,527
15600258,França,Masculino,43,2,0,2,Sim,165303.79,0,701
15694272,França,Masculino,30,1,64097.75,1,Sim,77783.35,0,673
15762729,Alemanha,Feminino,28,1,111071.36,1,Sim,73275.96,1,745
15626578,França,Masculino,26,9,0,2,Sim,153237.59,0,622
15708916,França,Masculino,38,0,0,2,Sim,47414.15,0,587
15571816,Espanha,Feminino,70,5,0,1,Sim,705.18,0,850
15706647,França,Masculino,31,7,0,3,Sim,166698.18,0,761
15730076,França,Masculino,45,1,0,1,Sim,67740.08,1,651
15622003,França,Masculino,35,9,92566.53,2,Sim,161519.77,0,745
15653620,França,Feminino,27,8,0,2,Sim,14858.1,0,546
15692671,Espanha,Masculino,36,8,0,2,Sim,169161.46,0,701
15737741,Espanha,Feminino,33,2,108431.87,2,Não,109291.39,1,607
15683503,França,Feminino,43,8,0,3,Não,110916.15,1,601
15607170,França,Masculino,35,5,0,2,Sim,78397.24,0,699
15686611,França,Masculino,30,10,129755.99,1,Não,172749.65,0,495
15811762,Alemanha,Feminino,54,6,115988.86,1,Sim,57553.98,1,583
15718673,Espanha,Feminino,33,10,75592.43,1,Sim,62674.42,0,839
15738181,França,Masculino,31,6,67996.23,2,Não,50129.87,1,850
15798398,França,Feminino,36,4,135438.4,1,Não,190627.01,0,785
15569807,França,Feminino,34,8,42157.08,1,Sim,20598.59,1,673
15813850,França,Masculino,52,7,0,1,Sim,14781.12,0,720
15603065,França,Feminino,30,6,0,2,Sim,15766.1,0,751
15592937,Alemanha,Feminino,41,3,81877.38,1,Sim,33642.21,0,632
15699637,Espanha,Masculino,57,8,116326.07,1,Sim,117704.65,0,694
15674991,França,Masculino,42,9,0,2,Não,58137.42,0,667
15642394,Espanha,Masculino,35,5,0,2,Sim,187288.5,0,529
15801277,França,Feminino,31,2,112212.14,2,Sim,181600.72,0,715
15579334,Alemanha,Feminino,45,5,126674.81,1,Sim,124118.71,1,769
15665238,Alemanha,Masculino,36,8,145071.24,1,Não,6078.46,0,745
15748625,França,Masculino,57,6,0,2,Sim,15304.08,0,664
15620204,Alemanha,Feminino,57,1,106138.33,2,Sim,120657.32,1,543
15603436,Espanha,Feminino,49,2,126615.94,2,Não,123214.74,0,594
15773809,França,Masculino,42,4,0,2,Sim,6232.31,0,620
15571973,França,Feminino,38,2,169824.46,1,Sim,169291.7,0,776
15767432,França,Feminino,25,7,0,3,Sim,9679.28,0,711
15612525,França,Feminino,57,1,0,1,Não,131372.38,1,499
15705639,França,Feminino,28,8,95059.02,2,Sim,44420.18,0,692
15677921,Alemanha,Masculino,60,9,115920.62,2,Não,157552.08,1,720
15724296,Espanha,Masculino,41,2,119782.72,2,Não,120284.67,0,684
15685329,França,Feminino,63,1,114715.71,1,Não,24506.95,1,531
15640442,França,Masculino,31,4,129722.57,1,Não,41176.6,0,717
15752137,França,Masculino,33,7,134944,1,Sim,117036.38,0,648
15571221,Alemanha,Masculino,58,7,116313.57,1,Sim,190696.35,1,747
15643696,França,Masculino,49,3,0,2,Sim,142917.54,0,611
15640280,França,Masculino,39,4,127771.35,2,Não,151738.54,0,850
15613319,França,Feminino,33,0,0,1,Não,175544.02,0,793
15641655,França,Feminino,26,2,0,2,Não,50051.42,0,700
15603830,Espanha,Masculino,36,4,0,2,Sim,143635.36,0,600
15660602,Alemanha,Masculino,33,8,164284.72,2,Sim,3710.34,0,464
15666633,Espanha,Masculino,56,1,0,2,Sim,10643.38,0,758
15592222,França,Masculino,49,7,80001.23,1,Não,135180.11,0,505
15608968,Alemanha,Masculino,21,6,86402.52,2,Não,27330.59,0,714
15794048,Alemanha,Feminino,48,1,97133.92,2,Não,113316.77,1,667
15807663,França,Masculino,43,8,190227.46,1,Sim,97508.04,1,667
15803764,França,Masculino,28,7,0,2,Sim,7797.01,0,561
15674840,França,Feminino,38,5,101430.3,2,Não,4400.32,0,645
15653762,França,Feminino,39,9,117301.66,1,Não,182025.95,0,501
15721935,França,Masculino,25,7,0,2,Sim,157878.67,0,521
15702968,Alemanha,Masculino,74,3,106545.53,1,Sim,134589.58,0,733
15585255,França,Masculino,42,9,0,1,Sim,74077.91,0,577
15669987,Alemanha,Feminino,35,8,125884.95,2,Sim,54359.02,1,728
15693814,Espanha,Masculino,25,7,0,2,Sim,18461.9,0,806
15599660,França,Masculino,36,6,116229.85,2,Sim,79633.38,0,604
15719856,França,Feminino,45,3,47134.75,1,Sim,57236.44,0,646
15593773,Espanha,Masculino,35,3,0,2,Não,81483.64,0,784
15601026,Alemanha,Feminino,19,1,138657.08,1,Sim,16161.82,0,572
15658485,França,Feminino,34,9,70302.48,1,Sim,68600.36,0,785
15677135,Alemanha,Masculino,61,8,133802.29,2,Sim,90304.01,0,520
15590876,França,Feminino,24,7,106234.02,1,Não,115676.38,0,764
15790782,Espanha,Masculino,39,6,132628.98,1,Não,38812.67,0,661
15737795,Espanha,Masculino,36,1,0,1,Não,135482.26,1,512
15675316,França,Feminino,38,3,0,2,Não,116467.35,0,619
15599289,França,Feminino,37,10,68598.56,1,Sim,157862.82,0,724
15783659,França,Masculino,67,4,145981.87,1,Sim,131043.2,0,659
15671139,Espanha,Masculino,39,0,107042.74,1,Sim,102284.2,0,694
15628034,França,Feminino,37,6,129101.3,1,Sim,23971.33,0,629
15589805,França,Feminino,34,6,139810.34,1,Sim,152417.79,0,563
15641009,França,Masculino,37,3,84496.71,1,Não,79972.09,0,544
15605918,Alemanha,Masculino,43,5,78992.75,2,Não,153265.31,0,635
15705620,França,Masculino,34,5,122453.37,2,Sim,138882.98,0,730
15624729,França,Masculino,27,0,197041.8,1,Não,151912.49,0,594
15704770,França,Masculino,25,1,124532.78,2,Não,11723.57,0,773
15756475,Alemanha,Masculino,31,9,82293.82,2,Sim,91565.25,0,551
15810218,Espanha,Masculino,29,9,0,3,Não,83912.24,0,610
15573086,França,Masculino,42,7,99824.45,1,Sim,36721.4,0,564
15698442,Espanha,Masculino,35,3,122964.88,1,Sim,138231.7,0,719
15655274,França,Feminino,29,4,0,2,Não,48673.18,0,548
15603594,Espanha,Masculino,24,4,0,2,Sim,70668.77,0,635
15770424,Alemanha,Masculino,40,7,95710.11,2,Sim,49063.42,0,541
15600583,França,Masculino,31,1,0,1,Sim,48606.71,0,633
15717164,Espanha,Masculino,32,6,102238.01,2,Sim,194010.12,0,485
15682639,França,Masculino,32,3,0,2,Sim,88698.83,0,642
15631054,França,Feminino,24,1,0,2,Sim,180969.55,0,625
15780870,Espanha,Masculino,67,3,153946.14,1,Sim,7418.92,0,580
15645103,Alemanha,Masculino,25,5,54817.55,1,Sim,131660.31,0,812
15623828,França,Masculino,30,4,0,1,Não,161465.31,0,682
15743016,Espanha,Feminino,22,7,141604.76,1,Sim,30379.6,0,602
15706186,Alemanha,Masculino,33,8,81677.22,2,Não,34925.56,0,640
15812197,França,Masculino,38,7,80293.98,1,Não,126555.74,0,850
15631189,Alemanha,Masculino,38,9,67111.65,1,Sim,78566.64,1,613
15762198,França,Masculino,34,5,103818.43,1,Sim,166038.27,0,812
15699598,França,Feminino,20,4,0,2,Sim,140385.33,0,723
15692744,França,Masculino,36,4,152169.12,2,Não,38629.3,1,512
15688963,França,Feminino,52,10,0,1,Sim,24998.75,1,731
15599131,Alemanha,Masculino,26,4,214346.96,2,Sim,128815.33,0,650
15628674,França,Masculino,40,7,113348.14,1,Sim,31904.31,1,844
15648075,Alemanha,Feminino,47,5,170935.94,1,Sim,173179.79,1,686
15729832,França,Masculino,29,3,145512.84,1,Sim,20207.02,0,658
15589195,Alemanha,Feminino,38,7,130933.74,1,Não,2035.94,0,766
15699911,Espanha,Feminino,35,8,0,1,Sim,132295.95,0,461
15784092,França,Masculino,36,7,126195.81,1,Sim,133172.48,0,732
15746410,Espanha,Masculino,38,7,0,2,Sim,150580.88,0,432
15589358,Alemanha,Masculino,31,4,90018.45,2,Sim,193132.98,0,848
15789955,Alemanha,Masculino,56,1,112414.81,2,Não,93982.02,1,698
15627305,Espanha,Masculino,35,7,0,1,Sim,106837.06,1,606
15614220,França,Masculino,22,5,0,2,Não,105125.65,0,750
15698510,Alemanha,Masculino,42,9,181627.14,2,Sim,172668.39,0,468
15566251,França,Feminino,37,5,96652.86,1,Sim,98686.4,1,618
15616529,Espanha,Masculino,34,3,0,1,Sim,41724.72,0,613
15690664,Espanha,Masculino,37,10,0,2,Sim,100862.54,0,729
15650351,França,Feminino,38,8,102133.38,1,Sim,166520.96,0,653
15814032,Alemanha,Feminino,31,1,93460.47,2,Não,172782.69,0,807
15686909,Alemanha,Masculino,27,3,150795.81,1,Não,85208.93,0,639
15678058,França,Masculino,38,9,104584.16,1,Sim,176678.72,0,584
15724334,França,Masculino,22,5,0,1,Sim,151169.83,0,529
15724307,França,Masculino,76,10,121313.88,1,Não,64872.33,0,780
15624229,França,Feminino,22,4,0,2,Sim,11525.72,0,694
15674148,Espanha,Masculino,33,6,0,1,Sim,94993.04,1,579
15682528,França,Masculino,33,5,0,1,Não,41139.05,0,572
15730038,França,Feminino,23,5,0,1,Não,164128.41,1,706
15613844,França,Feminino,28,7,146445.24,2,Sim,184317.74,0,557
15774155,Alemanha,Masculino,33,0,103471.52,1,Sim,162703,0,662
15634267,França,Masculino,42,5,0,2,Sim,172665.21,0,717
15770030,Espanha,Feminino,28,3,0,2,Sim,192449.02,0,689
15803681,França,Feminino,26,4,0,2,Sim,181208.47,0,803
15781989,França,Masculino,42,9,120094.93,1,Sim,184056.45,0,733
15647402,França,Feminino,38,3,0,2,Sim,48924.73,0,628
15749050,França,Feminino,36,3,0,1,Sim,65996.9,0,548
15781586,Alemanha,Masculino,38,2,126732.85,1,Sim,79577.38,0,837
15625916,Espanha,Masculino,32,6,161628.66,1,Sim,91482.5,0,562
15683195,França,Masculino,32,9,146605.27,1,Sim,77119.45,0,719
15690182,Alemanha,Masculino,37,5,113488.68,1,Sim,95611.74,1,635
15590993,Espanha,Masculino,37,5,152212.88,2,Não,120219.14,0,579
15679611,Espanha,Feminino,37,2,130404.92,1,Não,34548.74,0,734
15803365,Espanha,Masculino,55,2,70263.83,1,Não,62347.71,0,653
15800856,Espanha,Masculino,34,3,83132.09,1,Sim,21360.88,0,643
15683930,Alemanha,Feminino,32,9,134096.53,2,Sim,53931.05,1,593
15662294,França,Masculino,33,10,118327.17,2,Sim,192928.82,0,710
15808689,França,Feminino,31,4,0,2,Sim,33082.81,0,850
15682773,França,Feminino,38,3,128345.69,2,Sim,63218.85,0,781
15682563,Espanha,Masculino,38,5,126473.99,1,Sim,91972.49,0,618
15609824,França,Feminino,41,7,176845.41,3,Sim,166526.26,1,794
15640268,Espanha,Masculino,71,4,0,1,Sim,120107.1,0,652
15627232,Alemanha,Masculino,44,7,114203.47,1,Sim,77830.36,1,608
15587233,França,Masculino,41,8,73700.12,3,Sim,185750.02,1,457
15808228,Espanha,Feminino,44,6,60603.4,1,Sim,178045.97,0,768
15682834,Espanha,Feminino,35,4,40169.88,2,Sim,199857.47,0,715
15743067,Alemanha,Masculino,26,3,130483.95,1,Sim,122810.53,0,625
15714466,França,Feminino,41,5,0,3,Sim,3440.47,1,846
15617982,Espanha,Feminino,42,3,0,2,Sim,35989.41,0,661
15674526,França,Masculino,66,4,86459.8,1,Sim,141476.56,0,725
15775295,França,Feminino,40,0,118633.08,1,Não,60032.46,1,630
15787835,Alemanha,Feminino,38,4,125212.65,2,Sim,15795.88,1,775
15582180,França,Masculino,29,9,120268.13,1,Sim,173870.39,0,561
15697095,Espanha,Masculino,46,7,0,2,Sim,117273.35,0,705
15775546,Espanha,Feminino,29,5,0,2,Sim,103402.88,0,517
15797276,Espanha,Feminino,41,4,90350.77,1,Sim,75884.65,1,662
15794874,Espanha,Masculino,41,9,127523.75,1,Não,191417.42,0,696
15796334,Alemanha,Masculino,39,10,144757.02,1,Sim,22878.16,1,558
15796179,França,Masculino,43,8,0,1,Sim,96754.8,0,683
15726556,Alemanha,Feminino,26,6,135067.52,2,Não,131211.86,0,594
15784280,Alemanha,Masculino,35,2,109342.82,2,Não,86043.27,0,686
15590320,França,Masculino,66,4,0,2,Não,64350.8,0,850
15669293,França,Masculino,37,5,113308.84,1,Não,31517.16,0,517
15650391,França,Feminino,29,7,169988.35,1,Sim,4272,0,633
15630725,França,Feminino,45,5,92786.66,1,Sim,173365.9,1,649
15607713,Espanha,Feminino,29,1,0,2,Sim,197996.65,0,850
15744517,Espanha,Masculino,50,9,0,1,Não,166677.35,1,735
15701200,França,Masculino,36,6,0,2,Sim,48314,0,576
15812071,França,Masculino,54,6,93806.31,2,Não,140068.77,0,744
15738267,França,Feminino,64,3,124043.8,1,Sim,111402.97,1,544
15751531,Espanha,Masculino,41,8,0,2,Sim,161954.43,0,598
15653595,França,Masculino,51,6,0,2,Não,194733.28,0,796
15697283,Espanha,Masculino,23,8,0,2,Sim,112124.98,0,578
15605950,Alemanha,Masculino,23,1,137060.88,2,Sim,165227.23,0,530
15727944,Alemanha,Feminino,48,1,92072.68,1,Sim,133992.36,0,701
15718779,França,Masculino,34,1,0,1,Sim,64804.04,0,780
15634281,Alemanha,Feminino,43,10,110822.9,1,Não,72861.94,0,720
15615012,França,Masculino,23,5,156267.59,1,Sim,160968.44,0,594
15725141,França,Feminino,44,3,109528.28,1,Sim,27341.63,1,716
15576517,Alemanha,Feminino,34,7,131082.17,2,Sim,70618,0,445
15789548,França,Feminino,37,7,0,2,Sim,126726.33,0,592
15758035,França,Masculino,61,7,155973.13,1,Não,147554.26,0,747
15617518,Alemanha,Masculino,36,7,89409.95,1,Sim,149399.7,0,675
15631813,França,Masculino,39,6,0,2,Sim,58883.91,0,621
15576676,Alemanha,Feminino,28,6,124923.35,2,Sim,50299.14,0,706
15594404,França,Feminino,49,8,160602.25,2,Sim,129273.94,0,834
15751158,França,Feminino,42,4,108825.34,3,Sim,55558.51,1,571
15648721,França,Masculino,64,4,0,2,Sim,3185.67,0,711
15630321,França,Masculino,44,3,0,2,Sim,86935.08,0,680
15595303,Alemanha,Masculino,46,5,130812.91,1,Sim,77981.54,1,736
15718944,França,Feminino,37,6,0,2,Sim,193995.37,0,573
15571550,França,Masculino,39,9,0,1,Sim,80963.92,0,699
15723053,Alemanha,Masculino,32,8,170291.22,2,Não,15658.99,0,504
15661528,Espanha,Masculino,47,5,102562.23,1,Sim,92708.1,0,583
15655574,Alemanha,Feminino,40,8,150777.1,1,Sim,114732.62,0,698
15585067,Espanha,Masculino,31,9,108632.48,1,Sim,179485.96,1,634
15633233,França,Masculino,56,1,100374.58,1,Sim,118490.8,1,500
15675896,Alemanha,Feminino,42,7,105722.69,1,Sim,90558.24,1,680
15658057,Espanha,Feminino,44,8,0,3,Sim,66926.83,1,812
15569178,França,Feminino,18,4,82767.42,1,Sim,71811.9,0,570
15731478,França,Feminino,42,1,87842.98,1,Não,92223.59,0,712
15713826,Alemanha,Feminino,20,0,117356.19,1,Não,113557.7,1,613
15570205,Espanha,Masculino,36,5,0,2,Sim,147758.51,0,682
15589348,Espanha,Masculino,37,4,137204.77,1,Sim,28865.59,0,850
15669410,França,Masculino,30,8,110829.52,2,Não,24938.84,0,683
15807595,Alemanha,Masculino,51,7,144244.59,2,Sim,51113.14,0,485
15739054,França,Feminino,29,4,96974.97,1,Não,141404.07,0,654
15732832,França,Feminino,40,5,0,2,Sim,41052.82,0,707
15713843,Espanha,Masculino,30,2,0,2,Não,27937.12,0,850
15744983,Espanha,Masculino,47,1,139887.01,1,Sim,95719.73,0,712
15778025,Alemanha,Masculino,43,9,108589.47,2,Não,194808.51,0,685
15799479,Espanha,Masculino,33,9,0,1,Sim,124045.65,0,809
15574879,Alemanha,Feminino,37,2,121801.72,2,Não,23146.62,0,631
15734491,Espanha,Feminino,36,4,0,2,Sim,3173.31,0,676
15808846,Alemanha,Feminino,21,3,165878.76,2,Sim,164537.17,0,672
15569410,Alemanha,Feminino,33,7,114430.18,2,Sim,153012.13,0,601
15632256,França,Masculino,29,7,127504.57,1,Não,86173.92,0,541
15757646,França,Masculino,35,9,0,2,Sim,192381.21,0,584
15815660,França,Feminino,34,1,154139.45,1,Sim,60728.89,0,758
15602844,França,Masculino,38,7,97459.06,1,Não,189175.71,0,717
15645543,França,Feminino,34,3,0,2,Sim,44756.25,0,636
15633260,França,Masculino,37,1,142663.46,1,Não,88669.89,0,600
15674851,França,Masculino,38,5,0,2,Não,105295.77,0,622
15748947,França,Feminino,41,5,95858.37,1,Sim,68255.88,0,657
15677173,França,Masculino,37,9,124969.13,1,Sim,60194.05,0,555
15794122,França,Feminino,59,3,0,2,Sim,62700.08,0,713
15779247,Espanha,Feminino,24,8,98567.1,1,Sim,187987.01,0,683
15605263,França,Masculino,33,5,140931.57,1,Não,10921.5,0,552
15752816,França,Masculino,29,3,114590.58,1,Não,75585.48,0,531
15621432,Espanha,Masculino,35,1,0,2,Não,186826.22,0,630
15711219,Alemanha,Feminino,57,8,93716.72,1,Sim,180150.49,1,788
15740104,Espanha,Feminino,22,7,169649.73,2,Não,136365,1,425
15605275,Alemanha,Masculino,45,8,116917.07,1,Não,173464.43,1,725
15802478,Espanha,Masculino,31,6,0,2,Sim,195668,0,767
15747222,Espanha,Feminino,35,8,0,2,Sim,116581.1,0,745
15589076,França,Masculino,36,9,0,1,Não,188670.9,1,737
15758845,Espanha,Feminino,37,0,64345.21,1,Não,61759.33,1,590
15633574,França,Feminino,41,4,167545.32,1,Sim,128246.81,0,730
15711455,Alemanha,Feminino,36,4,109044.6,1,Não,94554.74,1,740
15690925,Espanha,Feminino,29,2,27755.97,1,Sim,97468.44,1,527
15786852,Alemanha,Feminino,38,2,158651.29,2,Sim,179445.28,0,565
15641183,Espanha,Masculino,25,8,96950.21,1,Sim,97877.92,0,731
15636572,França,Feminino,32,7,0,2,Sim,105969.05,0,760
15574947,França,Masculino,36,8,97786.08,2,Não,21478.36,0,656
15641043,Espanha,Masculino,35,7,0,2,Sim,78436.36,0,648
15713479,França,Masculino,35,6,0,2,Sim,1485.27,0,656
15663830,Espanha,Masculino,32,6,0,2,Sim,19720.08,0,563
15680918,Espanha,Masculino,34,8,117300.02,1,Sim,139410.08,0,613
15796969,França,Masculino,33,4,0,2,Sim,74945.11,0,731
15604588,Espanha,Feminino,38,3,0,2,Não,179360.76,0,850
15629078,Alemanha,Feminino,45,5,127258.79,1,Sim,192744.23,1,850
15806880,Espanha,Feminino,30,6,0,1,Sim,113408.47,0,627
15773605,Espanha,Feminino,32,3,0,2,Sim,46175.7,0,670
15811261,Espanha,Masculino,42,0,70105.87,1,Sim,120830.73,0,617
15750264,Alemanha,Masculino,30,6,105128.85,2,Sim,62972.13,0,757
15699772,Alemanha,Feminino,40,3,129248.11,2,Sim,72876.43,1,428
15757931,França,Masculino,24,3,0,2,Sim,173195.33,0,804
15623791,Espanha,Feminino,40,3,109740.62,1,Sim,141896.74,0,632
15652693,França,Feminino,26,4,129109.02,1,Não,149814.68,1,573
15815560,Alemanha,Masculino,74,7,105102.5,1,Sim,46172.47,0,666
15799710,França,Masculino,37,7,104960.46,1,Não,80883.82,0,739
15698321,Alemanha,Masculino,34,3,95039.73,2,Sim,147055.87,0,648
15569187,Espanha,Masculino,35,9,0,2,Não,143774.06,0,680
15681562,França,Feminino,43,2,112773.73,2,Sim,139366.58,0,516
15615456,França,Feminino,37,10,123806.28,1,Sim,81776.84,1,680
15598088,Espanha,Masculino,25,5,0,2,Sim,163221.22,0,559
15671930,França,Feminino,36,5,0,2,Sim,145551.6,0,717
15679283,França,Feminino,33,4,129731.64,2,Sim,178123.86,0,694
15694192,Espanha,Feminino,38,6,0,2,Não,173783.38,0,598
15772601,Alemanha,Feminino,41,2,81733.74,2,Não,199761.29,0,845
15775803,Espanha,Masculino,41,1,0,2,Não,193093.77,0,841
15755678,França,Masculino,62,2,0,2,Não,42763.12,1,534
15624781,França,Feminino,34,1,142151.75,2,Sim,168753.34,0,672
15567399,Alemanha,Masculino,43,3,144164.29,1,Sim,158646.46,0,633
15734311,França,Feminino,27,3,0,2,Sim,76889.79,0,661
15799350,França,Masculino,41,0,106134.46,1,Não,105570.39,0,632
15732917,Alemanha,Masculino,46,5,117837.43,1,Sim,104016.61,1,729
15726267,França,Masculino,32,9,117337.54,2,Não,62810.91,0,570
15679024,França,Masculino,32,3,116324.53,1,Sim,77304.49,0,553
15715297,Alemanha,Feminino,40,2,75470.23,1,Sim,52894.01,0,779
15633612,França,Masculino,28,4,172646.82,1,Sim,116471.43,0,696
15795519,Alemanha,Feminino,18,3,128743.8,1,Não,197322.13,0,716
15731890,França,Masculino,41,1,123971.16,1,Não,172814.99,0,601
15603088,Espanha,Feminino,23,9,0,2,Não,48021.71,0,451
15658716,Alemanha,Feminino,37,5,92171.35,3,Sim,178106.34,1,667
15679909,Espanha,Masculino,41,8,0,2,Sim,132152.32,0,665
15678146,Espanha,Feminino,24,7,173962.32,1,Não,106457.11,1,668
